Substance_id	Substance_name	Substance_category	Substance_subcategory	cas_no	id_drugbank	id_pharmgkb	id_kegg	id_ttd	id_pubchem	id_chemspider	id_npass	synonyms	Molecular_formula	inchikey	iupacname	Product_company	Therapeutic_class
PMDBD1240	Isocarboxazid	Therapeutic substance	Drug	59-63-2	DB01247	PA450101	D02580	DAP000577	3759	3628	n.a.	isocarboxazid; 59-63-2; Isocarboxazide; Marplan; Isocarbonazid; Enerzer; Benazide; N'-Benzyl-5-methylisoxazole-3-carbohydrazide; Isocarboxyzid; Isocarbossazide; Marplon; Isocarbossazide [DCIT]; Maraplan; Isocarboxazidum [INN-Latin]; Isocarboxazide [INN-French]; Isocarboxazida [INN-Spanish]; BMIH; N'-benzyl-5-methyl-1,2-oxazole-3-carbohydrazide; Ro 5-0831; Ro 5-0831/1; N'-Benzyl N-methyl-5-isoxazolecarboxylhydrazide-3; 3-Isoxazolecarboxylic acid, 5-methyl-, 2-(phenylmethyl)hydrazide; 5-Methyl-3-isoxazolecarboxylic acid 2-benzylhy	C12H13N3O2	XKFPYPQQHFEXRZ-UHFFFAOYSA-N	N'-benzyl-5-methyl-1,2-oxazole-3-carbohydrazide	n.a.	n.a.
PMDBD459	Isoconazole	Therapeutic Substance	Approved Drug	27523-40-6	DB08943	n.a.	D04624	n.a.	3760	3629	n.a.	Isoconazole; 27523-40-6; Travogen; Isoconazol [INN-Spanish]; Isoconazolum [INN-Latin]; EINECS 248-508-3; CHEBI:83667; 1-[2-(2,4-dichlorophenyl)-2-[(2,6-dichlorophenyl)methoxy]ethyl]imidazole; Isoconazolum; Isoconazol; 1-(2,4-Dichloro-beta-((2,6-dichlorobenzyl)oxy)phenethyl)imidazole; 1-(2-(2,4-Dichlorophenyl)-2-((2,6-dichlorophenyl)methoxy)ethyl)1H-imidazole; DSSTox_CID_25447; DSSTox_RID_80886; DSSTox_GSID_45447; 1-(2-(2,4-Dichlorophenyl)-2-((2,6-dichlorophenyl)methoxy)ethyl)-1H-imidazole; 1H-Imidazole, 1-(2-(2,4-dichlorop	C18H14Cl4N2O	MPIPASJGOJYODL-UHFFFAOYSA-N	1-[2-(2,4-dichlorophenyl)-2-[(2,6-dichlorophenyl)methoxy]ethyl]imidazole	n.a.	n.a.
PMDBD1241	Isradipine	Therapeutic substance	Drug	75695-93-1	DB00270	PA450131	D00349	DAP000134	3784	3652	n.a.	isradipine; 75695-93-1; DynaCirc; Isradipin; Lomir; Isrodipine; Prescal; Esradin; Dynacirc CR; Clivoten; Dynacrine; Isradipinum [Latin]; Isradipino [Spanish]; Rebriden; DynaCire; PN 200-110; PN-200-110; DynaCire CR; (+-)-Isradipine; (+/-)-Isradipine; Isradipine (Dynacirc); PN 200; C19H21N3O5; 3,5-Pyridinedicarboxylic acid, 4-(4-benzofurazanyl)-1,4-dihydro-2,6-dimethyl-, methyl 1-methylethyl ester; 3,5-Pyridinedicarboxylic acid, 4-(2,1,3-benzoxadiazol-4-yl)-1,4-dihydro-2,6-dimethyl-, methyl 1-methylethyl ester; Isopropyl methyl (+-)	C19H21N3O5	HMJIYCCIJYRONP-UHFFFAOYSA-N	3-O-methyl 5-O-propan-2-yl 4-(2,1,3-benzoxadiazol-4-yl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate	n.a.	n.a.
PMDBD467	Ketoconazole	Therapeutic Substance; Herbal Substance	Approved Drug; Medicinal Herbal Compounds	65277-42-1	DB01026	PA450146	D00351	DAP000630	3823	3691	NPC471614	ketoconazole; Nizoral; 79156-75-5; 1-[4-[4-[[2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone; 65277-42-1; NSC317629; Ketozole; CHEBI:48339; NSC-317629; R-41400; 1-[4-(4-{[2-(2,4-dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy}phenyl)piperazin-1-yl]ethanone; Ketokonazol; fungarest;fungoral; SCHEMBL8408; Oprea1_683648; US8987315, Ketoconazole; CHEMBL157101; GTPL2568; SCHEMBL18258319; CTK5E6507; J02AB02; DTXSID20273956; BDBM151585; HMS3267K04; Piperazine, (+	C26H28Cl2N4O4	XMAYWYJOQHXEEK-UHFFFAOYSA-N	1-[4-[4-[[2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone	Johnson & Johnson 	Antifungal Agents
PMDBD468	Ketoprofen	Therapeutic Substance; Herbal Substance	Approved Drug; Medicinal Herbal Compounds	22071-15-4	DB01009	PA450149	D00132	DAP000623	3825	3693	NPC329556	ketoprofen; 22071-15-4; 2-(3-Benzoylphenyl)propanoic acid; Orudis; 2-(3-Benzoylphenyl)propionic acid; Ketoprofene; m-Benzoylhydratropic acid; Profenid; Oruvail; 3-Benzoylhydratropic acid; Capisten; Alrheumat; Alrheumun; Epatec; Actron; Aneol; Orudis (TN); Orudis KT; Ketoprophene; Ketoprofeno; RP-19583; racemic-Ketoprofen; 2-[3-(phenylcarbonyl)phenyl]propanoic acid; RP 19583; 2-(m-Benzoylphenyl)propionic acid; Ketoprofenum [INN-Latin]; Ketoprofene [INN-French]; Racemic ketoprofen; Ketoprofeno [INN-Spanish]; 3-BENZOYL-ALPHA-METHYLBENZENE	C16H14O3	DKYWVDODHFEZIM-UHFFFAOYSA-N	2-(3-benzoylphenyl)propanoic acid	ProEthic Pharmaceuticals	Analgesics
PMDBD1244	Labetalol	Therapeutic substance	Drug	36894-69-6	DB00598	PA164743150	D08106	DAP000038	3869	3734	n.a.	labetalol; 36894-69-6; Labetolol; Albetol; Ibidomide; Normodyne; Labetalolum; Trandate; Labetalolum [INN-Latin]; 2-Hydroxy-5-(1-hydroxy-2-((4-phenylbutan-2-yl)amino)ethyl)benzamide; Labetalol [INN:BAN]; AH 5158; 5-(1-Hydroxy-2-(1-methyl-3-phenylpropylamino)ethyl)salicylamide; 2-hydroxy-5-[1-hydroxy-2-(4-phenylbutan-2-ylamino)ethyl]benzamide; ScH 15719W; UNII-R5H8897N95; HSDB 6537; 3-Carboxamido-4-hydroxy-alpha-((1-methyl-3-phenylpropylamino)methyl)benzyl alcohol; EINECS 253-258-3; CHEBI:6343; AH-5158; 2-Hydroxy-5-(1-hydroxy-2-(	C19H24N2O3	SGUAFYQXFOLMHL-UHFFFAOYSA-N	2-hydroxy-5-[1-hydroxy-2-(4-phenylbutan-2-ylamino)ethyl]benzamide	n.a.	n.a.
PMDBD1247	Lamotrigine	Therapeutic substance	Drug	84057-84-1	DB00555	PA450164	D00354	DAP000039	3878	3741	n.a.	lamotrigine; 84057-84-1; 6-(2,3-Dichlorophenyl)-1,2,4-triazine-3,5-diamine; Lamictal; Lamictal Cd; Lamotriginum [Latin]; Lamictal XR; Lamotrigina [Spanish]; Lamotriginum; Lamotrigina; BW-430C; Lamictal ODT; BW 430C; 3,5-Diamino-6-(2,3-dichlorophenyl)-1,2,4-triazine; 3,5-Diamino-6-(2,3-dichlorophenyl)-as-triazine; UNII-U3H27498KS; EINECS 281-901-8; CHEMBL741; C9H7Cl2N5; LTG;BW430C; MLS000069685; CHEBI:6367; U3H27498KS; Lamotrigine, 98%; NCGC00015605-06; Labileno; SMR000058464; Lamito	C9H7Cl2N5	PYZRQGJRPPTADH-UHFFFAOYSA-N	6-(2,3-dichlorophenyl)-1,2,4-triazine-3,5-diamine	n.a.	n.a.
PMDBD472	Lansoprazole	Therapeutic Substance	Approved Drug	103577-45-3	DB00448	PA450180	D00355	DAP000725	3883	3746	n.a.	lansoprazole; 103577-45-3; Prevacid; Bamalite; Monolitum; Ogastro; Lansoprazol; Limpidex; Agopton; Lanzor; Opiren; Prevacid SoluTab; Takepron; Lanzopral; Zoton; Lansopep; Lanproton; Mesactol; Lasoprol; Lancid; Ketian; Blason; Prezal; Lanston; Aprazol; Ulpax; Lanz; Pro Ulco; AG-1749; Lansoprazolum; Compraz; Prosogan; Ilsatec; Suprecid; Zoprol; Dakar; Promp; Prevacid Iv; Lanzol-30; AG 1749; Lansoprazol [INN-Spanish]; Lansox; Lansoprazolum [INN-Latin]; Lanzo; A-65006; Prevacid 24HR; CHEBI:6375; HSDB 7204; 2-[[3-methyl-4-(2,2,2-trifluoroethoxy)pyridin-2-yl]m	C16H14F3N3O2S	MJIHNNLFOKEZEW-UHFFFAOYSA-N	2-[[3-methyl-4-(2,2,2-trifluoroethoxy)pyridin-2-yl]methylsulfinyl]-1H-benzimidazole	n.a.	n.a.
PMDBD473	Leflunomide	Therapeutic Substance	Approved Drug	75706-12-6	DB01097	PA450192	D00749	DAP000636	3899	3762	n.a.	leflunomide; 75706-12-6; Arava; lefunamide; Leflunomidum; Leflunomida; HWA 486; 5-methyl-N-[4-(trifluoromethyl)phenyl]-1,2-oxazole-4-carboxamide; Leflunomidum [INN-Latin]; HWA-486; SU 101 (pharmaceutical); Leflunomida [INN-Spanish]; SU101; Arava (TN); 5-Methylisoxazole-4-carboxylic acid (4-trifluoromethyl)anilide; 5-Methyl-N-(4-(trifluoromethyl)phenyl)-4-isoxazolecarboxamide; alpha,alpha,alpha-Trifluoro-5-methyl-4-isoxazolecarboxy-p-toluidide; UNII-G162GK9U4W	C12H9F3N2O2	VHOGYURTWQBHIL-UHFFFAOYSA-N	5-methyl-N-[4-(trifluoromethyl)phenyl]-1,2-oxazole-4-carboxamide	Sanofi-Aventis	Antiinflammatory Agents
PMDBD1255	Letrozole	Therapeutic substance	Drug	112809-51-5	DB01006	PA450196	D00964	DAP000626	3902	3765	n.a.	letrozole; 112809-51-5; Femara; 4,4'-((1h-1,2,4-triazol-1-yl)methylene)dibenzonitrile; Letrozol; CGS 20267; CGS-20267; LETRAZOLE; Femera; 4-[(4-cyanophenyl)-(1,2,4-triazol-1-yl)methyl]benzonitrile; UNII-7LKK855W8I; 4,4'-(1H-1,2,4-triazol-1-ylmethanediyl)dibenzonitrile; HSDB 7461; 4,4'-(1H-1,2,4-Triazol-1-ylmethylene)dibenzonitrile; C17H11N5; CHEMBL1444; 4-[(4-CYANOPHENYL)(1H-1,2,4-TRIAZOL-1-YL)METHYL]BENZONITRILE; 4,4'-(1h-1,2,4-triazol-1-ylmethylene)bisbenzonitrile; 7L	C17H11N5	HPJKCIUCZWXJDR-UHFFFAOYSA-N	4-[(4-cyanophenyl)-(1,2,4-triazol-1-yl)methyl]benzonitrile	n.a.	n.a.
PMDBD490	Loperamide	Therapeutic Substance; Herbal Substance	Approved Drug; Medicinal Herbal Compounds	53179-11-6	DB00836	PA450262	D08144	DAP000425	3955	3818	NPC316906	loperamide; 53179-11-6; Imodium; Ioperamide; Loperamidum; Loperamida; Loperamidum [INN-Latin]; Loperamida [INN-Spanish]; Loperamide [INN:BAN]; 4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-N,N-dimethyl-2,2-diphenylbutanamide; UNII-6X9OC3H4II; Maalox Anti-Diarrheal; C29H33ClN2O2; EINECS 258-416-5; R-18553; CHEMBL841; BRN 1558273; 6X9OC3H4II; 4-(4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl)-N,N-dimethyl-2,2-diphenylbutanamide; CHEBI:6532; 4-(4	C29H33ClN2O2	RDOIQAHITMMDAJ-UHFFFAOYSA-N	4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-N,N-dimethyl-2,2-diphenylbutanamide	Janssen Pharmaceutica	Antidiarrheals
PMDBD494	Loratadine	Therapeutic Substance; Herbal Substance	Approved Drug; Medicinal Herbal Compounds	79794-75-5	DB00455	PA450266	D00364	DAP000101	3957	3820	NPC116961	loratadine; 79794-75-5; Claritin; Loratidine; Clarityn; Alavert; Lisino; Clarityne; Loracert; Loradex; Loratyne; Fristamin; Claritine; Lorastine; Lertamine; Histaloran; Bonalerg; Civeran; Versal; Loranox; Allertidin; Polaratyne; Rinomex; Rhinase; Nularef; Claratyne; Optimin; Loritine; Anhissen; Sohotin; Sensibit; Restamine; Lorfast; Loraver; Lesidas; Clarinase; Biloina; Aerotina; Velodan; Sanelor; Lowadina; Lorantis; Loradif; Alerpriv; Lergy; Alarin; Tadine; Pylor; Zeos; Sch 29851; Sinhistan Dy; Talorat Dy; Bedix Loratadina; Claritin Reditabs; Clarinase Repera	C22H23ClN2O2	JCCNYMKQOSZNPW-UHFFFAOYSA-N	ethyl 4-(13-chloro-4-azatricyclo[9.4.0.03,8]pentadeca-1(11),3(8),4,6,12,14-hexaen-2-ylidene)piperidine-1-carboxylate	Schering-Plough Corporation	Antihistamines
PMDBD1260	Lorazepam	Therapeutic substance	Drug	846-49-1	DB00186	PA450267	D00365	DAP000237	3958	3821	n.a.	lorazepam; Ativan; o-Chloroxazepam; 846-49-1; o-Chlorooxazepam; Temesta; Tavor; Delormetazepam; Sedatival; Duralozam; Bonatranquan; Anxiedin; Almazine; Lorabenz; Idalprem; Emotival; Punktyl; Orfidal; Laubeel; Wypax; Quait; Lorax; Loraz; Apo-Lorazepam; Lorazepam Intensol; Norlormetazepam; Aplacassee; Sidenar; Novhepar; Lozepam; Lorazin; Larpose; Kalmalin; Efasedan; Azurogen; Tranqipam; Sinestron; Sedizepan; Rocosgen; Lorapam; Lorsedal; Lorazep; Lorazene; Equitam; Aplacasse; Silence; Renaquil; Loridem; Lorenin; Anzepam; Tolid; Merlit; Lorat; Loram; Bonton; Trapax	C15H10Cl2N2O2	DIWRORZWFLOCLC-UHFFFAOYSA-N	7-chloro-5-(2-chlorophenyl)-3-hydroxy-1,3-dihydro-1,4-benzodiazepin-2-one	n.a.	n.a.
PMDBD495	Losartan	Therapeutic Substance	Approved Drug	114798-26-4	DB00678	PA450268	D08146	DAP000523	3961	3824	n.a.	losartan; 114798-26-4; DUP 89; Lortaan; LOSARTAN POTASSIUM; Cozaar; Hyzaar; Losartan [INN:BAN]; Losartan monopotassium salt; UNII-JMS50MPO89; C22H23ClN6O; MK-954; DuP-753; CHEBI:6541; JMS50MPO89; 2-n-butyl-4-chloro-5-hydroxymethyl-1-[(2'-(1H-tetrazol-5-yl)biphenyl-4-yl)methyl]imidazole; (2-butyl-4-chloro-1-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl}-1H-imidazol-5-yl)methanol; 2-Butyl-4-chloro-1-((2'-(1H-etrazol-5-yl) (1,1'-biphenyl)-4-yl)methyl)-1H-imidazole-5-methanol; [2-butyl-5-chloro-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]ph	C22H23ClN6O	PSIFNNKUMBGKDQ-UHFFFAOYSA-N	[2-butyl-5-chloro-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]imidazol-4-yl]methanol	Merck & Co	Antihypertensive Agents
PMDBD1264	Malathion 	Environmental Chemicals	Pesticides	121-75-5	DB00772	PA164748092	D00534	DAP000895	4004	3864	n.a.	malathion; Carbophos; 121-75-5; Carbofos; Mercaptothion; Karbofos; Phosphothion; Prioderm; Maldison; Carbetox; Ethiolacar; Sadophos; Cythion; Oleophosphothion; Chemathion; Sadofos; Malagran; Fosfotion; Carbetovur; Moscarda; Malakill; Malathon; Malaspray; Malaphos; Fosfothion; Malphos; Fyfanon; Malatox; Taskil; Sumitox; Malafor; Cimexan; Malatol; Malamar; Etiol; Ovide; Emmatos extra; Ortho Malathion; Siptox I; Hilthion; Mercaptotion; Malacide; Malation; Forthion; Extermathion; Malathion E50; Malasol; Malmed; Kypfos; Malamar 50; Carbethoxy malathion; Kop-thio	C10H19O6PS2	JXSJBGJIGXNWCI-UHFFFAOYSA-N	diethyl 2-dimethoxyphosphinothioylsulfanylbutanedioate	n.a.	n.a.
PMDBD1266	Maprotiline	Therapeutic substance	Drug	10262-69-8	DB00934	PA450322	D02566	DAP001150	4011	3871	n.a.	maprotiline; 10262-69-8; Maprotylina [Polish]; Maprotilin; Maprotylina; Maprotilinum [INN-Latin]; Maprotilina [INN-Spanish]; 276-Ba; UNII-2U1W68TROF; N-Methyl-9,10-ethanoanthracene-9(10H)-propylamine; CHEBI:6690; EINECS 233-599-4; 3-(9,10-Dihydro-9,10-ethanoanthracen-9-yl)propylmethylamine; BRN 2385493; 3-(9,10-Dihydro-9,10-ethanoanthracen-9-yl)-N-methylpropan-1-amine; 2U1W68TROF; BA-34276; BA-34276 [As Hydrochloride]; NCG	C20H23N	QSLMDECMDJKHMQ-UHFFFAOYSA-N	N-methyl-3-(1-tetracyclo[6.6.2.02,7.09,14]hexadeca-2,4,6,9,11,13-hexaenyl)propan-1-amine	n.a.	n.a.
PMDBD511	Mebendazole	Therapeutic Substance	Approved Drug	31431-39-7	DB00643	PA164776669	D00368	DAP000950	4030	3890	n.a.	mebendazole; 31431-39-7; Vermox; Telmin; Mebenvet; Pantelmin; Vermirax; Ovitelmin; Mebenoazole; Mebutar; Bantenol; Lomper; MBDZ; Vermicidin; Verpanyl; Besantin; Noverme; Mebendazol; Sufil; Methyl (5-benzoyl-1H-benzo[d]imidazol-2-yl)carbamate; Mebendazolum; Versid; Carbamic acid, (5-benzoyl-1H-benzimidazol-2-yl)-, methyl ester; 5-Benzoyl-2-benzimidazolecarbamic acid methyl ester; Methyl 5-benzoyl-2-benzimidazolecarbamate; Methyl 5-benzoyl-2-benzimidazolylcarbamate; Mebendazolum [INN-Latin]; Mebendazol [INN-Spanish]; R 17635; Methyl 5-be	C16H13N3O3	OPXLLQIJSORQAM-UHFFFAOYSA-N	methyl N-(6-benzoyl-1H-benzimidazol-2-yl)carbamate	Janssen Pharmaceutica	Antinematodal Agents
PMDBD1271	Mefenamic Acid	Therapeutic substance	Drug	61-68-7	DB00784	PA450347	D00151	DAP000779	4044	3904	n.a.	mefenamic acid; 61-68-7; Ponstel; 2-[(2,3-dimethylphenyl)amino]benzoic acid; Ponstan; Mephenamic acid; Parkemed; Coslan; Ponalar; Mefacit; Methenamic acid; 2-((2,3-Dimethylphenyl)amino)benzoic acid; Mephenaminic acid; Mefenaminsaeure; Vialidon; Lysalgo; Tanston; Bonabol; Bafameritin-M; Tamany Bonsan; Ponstan forte; Acide mefenamique; Pontal; Namphen; Mefanamic acid; Bafhameritin-M; Ponstyl; CN-35355; Mefenacid; Ponstil; N-2,3-Xylylanthranilic acid; 2-(2,3-Dimethylanilino)benzoic acid; HL 1; Mefedolo; Mycasaal; Rolan; INF-3355; INF 3355; Acido m	C15H15NO2	HYYBABOKPJLUIN-UHFFFAOYSA-N	2-(2,3-dimethylanilino)benzoic acid	n.a.	n.a.
PMDBD517	Mefloquine	Therapeutic Substance	Approved Drug	53230-10-7	DB00358	PA450348	D04895	DAP001310	4046	3906	n.a.	mefloquine; Lariam; GNF-Pf-5544; 49752-90-1; 53230-10-7; alpha-2-Piperidinyl-2,8-bis(trifluoromethyl)-4-quinolinemethanol; WR-142490; CHEMBL416956; CHEBI:63681; Mefloquinone; [2,8-bis(trifluoromethyl)quinolin-4-yl]-(2-piperidyl)methanol; melfoquine; Mefaquin; Meflokin; rac-mefloquine; [2,8-bis(trifluoromethyl)quinolin-4-yl](piperidin-2-yl)methanol; (2,8-bis(trifluoromethyl)quinolin-4-yl)(piperidin-2-yl)methanol; EINECS 256-468-3; Ro-21-5998-001; Spectrum_001312; Spectrum5_001122; Spectrum3_000953; Prestwick3_000126; Spectrum2_001	C17H16F6N2O	XEEQGYMUWCZPDN-UHFFFAOYSA-N	[2,8-bis(trifluoromethyl)quinolin-4-yl]-piperidin-2-ylmethanol	n.a.	n.a.
PMDBD521	Memantine	Therapeutic Substance	Approved Drug	19982-08-2	DB01043	PA10364	D08174	DAP000493	4054	3914	n.a.	memantine; 19982-08-2; 3,5-dimethyladamantan-1-amine; 1-Amino-3,5-dimethyladamantane; Namenda; Ebixa; 3,5-Dimethyl-1-adamantanamine; Memantina; Memantinum [INN-Latin]; Memantina [INN-Spanish]; Memantin; Memantinum; 1,3-Dimethyl-5-adamantanamine; Memantine [INN]; 3,5-Dimethyl-1-aminoadamantane; Memantine [INN:BAN]; 3,5-Dimethyl-1-adamantylamine; UNII-W8O17SJF3T; HSDB 7327; 3,5-Dimethyltricyclo(3.3.1.1(3,7))decan-1-amine; CHEMBL807; 3,5-dimethyladamantanylamine; W8O17SJF3T; D-145; CHE	C12H21N	BUGYDGFZZOZRHP-UHFFFAOYSA-N	3,5-dimethyladamantan-1-amine	Merz & Co GmbH	n.a.
PMDBD1275	Menadione	Therapeutic substance	Drug	58-27-5	DB00170	PA450358	D02335	DNC001501	4055	3915	n.a.	menadione; 58-27-5; Vitamin K3; 2-Methyl-1,4-naphthoquinone; Menaphthone; 2-methylnaphthalene-1,4-dione; 2-Methylnaphthoquinone; Thyloquinone; 2-Methyl-1,4-naphthalenedione; Panosine; Klottone; Kayquinone; Kappaxin; Kayklot; Kolklot; Menaphthon; Menadion; Kipca; Kanone; Prokayvit; Kaergona; Aquinone; Mitenone; Kativ-G; Aquakay; Mitenon; Koaxin; Kaykot; Kareon; Hemodal; Synkay; Karcon; K-Thrombyl; K-Vitan; Kipca-Oil Soluble; Juva-K; Vitamin K2(0); Vitamin K0; Vitamin K 3; 2-Methyl-1,4-naphthochinon; Menaquinone 0; Menaphtone; Menadionum; Usaf ek-5185	C11H8O2	MJVAVZPDRWSRRC-UHFFFAOYSA-N	2-methylnaphthalene-1,4-dione	n.a.	n.a.
PMDBD1277	Meprobamate	Therapeutic substance	Drug	57-53-4	DB00371	PA450377	D00376	DAP001507	4064	3924	n.a.	meprobamate; Meprobamat; Meprospan; Equanil; Miltown; Meprocompren; Amepromat; Meprobam; Tranmep; Meproban; Dapaz; Neuramate; Metranquil; Meprocon; Mepantin; Lepetown; Ipsotian; Equilium; Equatrate; Carbaxin; Biobamate; Ansiatan; Anastress; Holbamate; Despasmol; Cirponyl; Biobamat; Miltamato; Meprotil; Meprotan; Meprosan; Meproleaf; Meprindon; Mepranil; Mepavlon; Margonil; Harmonin; Dicandiol; Calmadin; Auxietil; Anxietil; Ansiowas; Metractyl; Meprotabs; Meprosin; Meprodil; Mepiosine; Libiolan; Crestanil; Calmiren; Ayeramate; Andaksin; Anatimon; Anathylmon; Mi	C9H18N2O4	NPPQSCRMBWNHMW-UHFFFAOYSA-N	[2-(carbamoyloxymethyl)-2-methylpentyl] carbamate	n.a.	n.a.
PMDBD525	Mesalazine	Therapeutic Substance	Approved Drug	89-57-6	DB00244	PA450384	D00377	DAP000729	4075	3933	n.a.	5-Aminosalicylic acid; mesalamine; Mesalazine; 5-Amino-2-hydroxybenzoic acid; 89-57-6; Asacol; Pentasa; Claversal; Canasa; 5-ASA; Salofalk; Rowasa; m-Aminosalicylic acid; Mesasal; Lialda; Fisalamine; Lixacol; Apriso; p-Aminosalicylsaeure; sfRowasa; Mesalazinum; Asacolitin; Mesalazina; 5-amino-2-hydroxy-benzoic acid; Asacol HD; Mesalazinum [Latin]; 5-Amino Salicylic Acid; Mesalamine [USAN]; Mesalazina [Spanish]; p-Aminosalicylsaeure [German]; 2-Hydroxy-5-aminobenzoic acid; 3-carbox	C7H7NO3	KBOPZPXVLCULAV-UHFFFAOYSA-N	5-amino-2-hydroxybenzoic acid	n.a.	n.a.
PMDBD530	Metformin	Therapeutic Substance; Herbal Substance	Approved Drug; Medicinal Herbal Compounds	657-24-9	DB00331	PA450395	D04966	DAP000205	4091	3949	NPC230775	metformin; 657-24-9; 1,1-Dimethylbiguanide; N,N-dimethylimidodicarbonimidic diamide; Metiguanide; Metformine; Dimethylbiguanide; Haurymelin; Gliguanid; Fluamine; Flumamine; Melbin; Diabex; N,N-Dimethylbiguanide; Glumetza; Islotin; Glifage; Siofor; N1,N1-Dimethylbiguanide; DMGG; NNDG; Dimethyldiguanide; N,N-Dimethyldiguanide; Metformina [DCIT]; Metformina [Spanish]; Metforminum [INN-Latin]; Metformine [INN-French]; Metformin [USAN:INN:BAN]; 1,1-Dimethyl biguanide; LA-6023; BIGUANIDE, 1,1-DIMETHY	C4H11N5	XZWYZXLIPXDOLR-UHFFFAOYSA-N	3-(diaminomethylidene)-1,1-dimethylguanidine	Bristol-Myers Squibb	Hypoglycemic Agents
PMDBD1283	Methazolamide	Therapeutic substance	Drug	554-57-4	DB00703	PA450413	D00655	DAP000599	4100	21122102	n.a.	methazolamide; 554-57-4; Neptazane; Methenamide; Neptazaneat; Naptazane; Metazolamide [DCIT]; N-(3-methyl-5-sulfamoyl-1,3,4-thiadiazol-2-ylidene)acetamide; Methazolamidum [INN-Latin]; Metazolamida [INN-Spanish]; UNII-W733B0S9SD; (Z)-methazolamide; CHEBI:6822; C5H8N4O3S2; HSDB 3269; EINECS 209-066-7; L584601; BRN 0232387; UNII-DA43GW06P1; MLS000028532; CHEMBL288100; W733B0S9SD; DA43GW06P1; Acetamide, N-[5-(aminosulfonyl)-3-methyl-1,3,4-thiadiazol-2(3H)-ylide	C5H8N4O3S2	FLOSMHQXBMRNHR-UHFFFAOYSA-N	N-(3-methyl-5-sulfamoyl-1,3,4-thiadiazol-2-ylidene)acetamide	n.a.	n.a.
PMDBD1286	Methocarbamol	Therapeutic substance	Drug	532-03-6	DB00423	PA164749506	D00402	n.a.	4107	3964	n.a.	methocarbamol; 532-03-6; Robaxin; Lumirelax; Parabaxin; Metocarbamolo; Relestrid; Myolaxene; Miolaxene; Metofenia; Tresortil; Romethocarb; Etroflex; Surquetil; Reflexyn; Neuraxin; Methocal; Miorilas; Metocarbamol; Miowas; Robinax; Delaxin; Avetil; Perilax; Metofenina; Guaiacol glyceryl ether carbamate; Guaiphenesin carbamate; Guaiphenesine carbamate; Glycerylguaiacolate carbamate; Glycerylguajacol-carbamat; Forbaxin; AHR 85; 2-Hydroxy-3-(2-methoxyphenoxy)propyl carbamate; Methocarbamolum; Robaxine; Robaxan; Robaxon; 1,2-Propanediol, 3-(2-metho	C11H15NO5	GNXFOGHNGIVQEH-UHFFFAOYSA-N	[2-hydroxy-3-(2-methoxyphenoxy)propyl] carbamate	n.a.	n.a.
PMDBD537	Methoxsalen	Therapeutic Substance; Herbal Substance	Approved Drug; Medicinal Herbal Compounds	298-81-7	DB00553	PA450433	D00139	DAP000996	4114	3971	NPC33320	methoxsalen; 8-Methoxypsoralen; 298-81-7; XANTHOTOXIN; Ammoidin; Meladinine; Xanthotoxine; 8-MOP; Oxsoralen; Meloxine; Meladinin; Oxypsoralen; Puvalen; 9-Methoxy-7H-furo[3,2-g]chromen-7-one; Meladoxen; Ammodin; Uvadex; Methoxa-Dome; 8-Methoxypsoralene; Oxsoralen-ultra; New-Meladinin; Methoxalen; Geroxalen; Puvamet; Oxsoralen lotion; Zanthotoxin; Oxsoralen Ultra; 9-methoxyfuro[3,2-g]chromen-7-one; Psoralon-MOP; 9-Methoxypsoralen; 8-MP; 8-Methoxyfuranocoumarin; Proralone-mop; 9-Methoxy-7H-furo[3,2-g][1]benzopyran-7-one; O-methylxanthotoxol; Me	C12H8O4	QXKHYNVANLEOEG-UHFFFAOYSA-N	9-methoxyfuro[3,2-g]chromen-7-one	n.a.	Anticancer Agents
